id;nda;Promotoria de Justiça;Comarca;Endereço;Sala;e-mail;Telefones;Celular;Situação;Titular;Motivo Afastamento Titular DG;Responsável Atual;Entrância;Atribuições;Resolução;url_resolucao;Coord_PJs
279;.;2ª PROMOTORIA DE JUSTIÇA DE POSSE;POSSE;;;;;;PROVIDA;Thiago Leandro Dias Pinheiro;;;INTERMEDIÁRIA;Criminal, consumidor e cidadão. Estão compreendidos no âmbito da matéria criminal todos os processos criminais da comarca, a atuação perante o Tribunal do Júri, o Juizado Especial Criminal, a execução penal e o controle externo da atividade policial. A atuação na defesa do cidadão abrange a tutela dos interesses dos idosos, das pessoas com deficiência e do direito à saúde, bem como o combate ao racismo e à discriminação racial.;;;
280;.;1ª PROMOTORIA DE JUSTIÇA DE QUIRINÓPOLIS;QUIRINÓPOLIS;;;;;;PROVIDA;Taís Caroline Pinto Teixeira Antunes;Assessora Jurídico- administrativa da PGJ, com prejuízo;Pedro Henrique Silva Barbosa (Automático);INTERMEDIÁRIA;Criminal, exceto execução penal, controle externo da atividade policial, incluindo os trabalhos de visitas e inspeções às delegacias de polícia e às unidades da Polícia Militar.;;;
281;.;2ª PROMOTORIA DE JUSTIÇA DE QUIRINÓPOLIS;QUIRINÓPOLIS;;;;;;PROVIDA;Ângela Acosta Giovanini de Moura;;;INTERMEDIÁRIA;Atuação perante as 1ª e 2ª Varas Judiciais, consumidor, meio ambiente, infância e juventude, incluindo a visitação e fiscalização aos estabelecimentos de acolhimento institucional de crianças e adolescentes, bem como às instituições de internação e de semiliberdade de adolescentes, fundações;;;
282;.;3ª PROMOTORIA DE JUSTIÇA DE QUIRINÓPOLIS;QUIRINÓPOLIS;;;;;;PROVIDA;Pedro Henrique Silva Barbosa;;;INTERMEDIÁRIA;"Atuação perante o Juizado Especial Cível e Criminal; execução penal, compreendidos os trabalhos de visitas e inspeções aos estabelecimentos prisionais; defesa do cidadão; defesa do patrimônio público, no combate à corrupção e à improbidade administrativa, na esfera cível e criminal, abrangendo a atribuição para oficiar nos processos judiciais decorrentes de sua atuação.";;;Coordenador das PJs de Quirinópolis
283;.;1ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Cauê Alves Ponce Liones;;;INTERMEDIÁRIA;Atuação perante a 3ª Vara Criminal e 2º Juizado Especial Criminal, concorrentemente com a 9ª Promotoria de Justiça.;;;
284;.;2ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Michel Piva;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Criminal, exclusivamente em matéria de execução penal, e perante o Juizado de Violência Doméstica e Familiar contra a Mulher;";;;
285;.;3ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Wagner de Pina Cabral;;;INTERMEDIÁRIA;"Atuação em matéria cível, inclusive junto aos Juizados Especiais Cíveis; defesa do cidadão, extrajudicial e judicialmente;";;;
286;.;4ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Margarida Bittencourt da Silva Liones;;;INTERMEDIÁRIA;"Atuação perante a Vara das Fazendas Públicas, de Registros Públicos e Ambiental; defesa do patrimônio público, combate à corrupção e à improbidade administrativa, extrajudicial e judicialmente;";;;
287;.;5ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;VAGA;** Sem Titular;;Lúcio Cândido De Oliveira Júnior (Automático);INTERMEDIÁRIA;"Atuação junto à 1ª Vara de Família e Sucessões; defesa do consumidor, extrajudicial e judicialmente;";;;
288;.;6ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Lúcio Cândido de Oliveira Júnior;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara de Família e Sucessões; defesa do meio ambiente, do patrimônio histórico, turístico, estético, cultural, paisagístico e urbanístico, bem como na fiscalização das fundações, extrajudicial e judicialmente;";;;
289;.;7ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Thiago Galindo Placheski;;;INTERMEDIÁRIA;Atuação perante a 2ª Vara Criminal e 1º Juizado Especial Criminal, concorrentemente com a 10ª Promotoria de Justiça.;;;
290;.;8ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Renata Dantas de Morais e Macedo;;;INTERMEDIÁRIA;"Atuação na área da infância e juventude, incluindo a visitação e fiscalização aos estabelecimentos de acolhimento institucional de crianças e adolescentes, bem como às instituições de internação e de semiliberdade de adolescentes;";;;Coordenadora das PJs de Rio Verde
291;.;9ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Marcelo Henrique Rigueti Raffa;;;INTERMEDIÁRIA;"Atuação perante a 3ª Vara Criminal e 2º Juizado Especial Criminal, concorrentemente com a 1ª Promotoria de Justiça;";;;
292;.;10ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Alberto Francisco Cachuba Júnior;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara Criminal e 1º Juizado Especial Criminal, concorrentemente com a 7ª Promotoria de Justiça;";;;
293;.;11ª PROMOTORIA DE JUSTIÇA DE RIO VERDE;RIO VERDE;;;;;;PROVIDA;Paulo de Tharso Brondi de Paula Rodrigues;;;INTERMEDIÁRIA;Atuação perante a 1ª Vara Criminal, exclusivamente nos feitos relativos aos crimes dolosos contra a vida.;;;
294;.;1ª PROMOTORIA DE JUSTIÇA DE SANTA HELENA DE GOIÁS;SANTA HELENA DE GOIÁS;;;;;;PROVIDA;Marizza Fabianni Magglioli Batista Leite;;;INTERMEDIÁRIA;"Atuação junto à 1ª Vara (Cível, Criminal e da Infância e Juventude), bem como na defesa extrajudicial da infância e juventude, incluindo os trabalhos de visita e fiscalização em unidades de cumprimento de medidas socioeducativas de internação e de semiliberdade de adolescentes infratores; e execução penal, abarcando as inspeções mensais e anuais a estabelecimentos prisionais;";;;
295;.;2ª PROMOTORIA DE JUSTIÇA DE SANTA HELENA DE GOIÁS;SANTA HELENA DE GOIÁS;;;;;;PROVIDA;Lorena Castro da Costa Ferreira Carvalho;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara (Cível, Criminal, das Fazendas Públicas, de Registros Públicos e Ambiental); na defesa judicial e extrajudicial do meio ambiente; defesa do consumidor; fiscalização das fundações; controle externo da atividade policial, incluindo as visitas e inspeções às delegacias de polícia e às unidades da Polícia Militar;";;;
296;.;3ª PROMOTORIA DE JUSTIÇA DE SANTA HELENA DE GOIÁS;SANTA HELENA DE GOIÁS;;;;;;PROVIDA;Anna Edesa Ballatore Holland Lins Boabaid;;;INTERMEDIÁRIA;"Atuação perante o Juizado Especial Cível e Criminal; na defesa judicial e extrajudicial do patrimônio público e do cidadão; oficiamento em todos os inquéritos policias e processos referentes aos crimes dolosos contra a vida, incluindo as sessões do Tribunal do Júri.";;;Coordenadora das PJs de Santa Helena de Goiás
297;.;1ª PROMOTORIA DE JUSTIÇA DE SANTO ANTÔNIO DO DESCOBERTO;SANTO ANTÔNIO DO DESCOBERTO;;;;;;PROVIDA;Ana Carolina Portelinha Falconi Aires;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara (Cível, das Fazendas Públicas, Registros Públicos e Ambiental), exceto em matéria de meio ambiente; atuação perante o Juizado Especial Cível e Criminal; defesa do patrimônio público, nas esferas cível e criminal; fiscalização das fundações;";;;
298;.;2ª PROMOTORIA DE JUSTIÇA DE SANTO ANTÔNIO DO DESCOBERTO;SANTO ANTÔNIO DO DESCOBERTO;;;;;;PROVIDA;Tarcila Santos Britto Gomes;CNMP - 05/11/ a 04/11/;Márcio Vieira Villas Boas Teixeira De Carvalho*;INTERMEDIÁRIA;"Atuação perante a 1ª Vara (Cível, de Família e Sucessões e da Infância e Juventude), exceto em matéria de infância e juventude; defesa do consumidor, do meio ambiente e da ordem urbanística;";;;
299;.;3ª PROMOTORIA DE JUSTIÇA DE SANTO ANTÔNIO DO DESCOBERTO;SANTO ANTÔNIO DO DESCOBERTO;;;;;;PROVIDA;Wagner de Magalhães Carvalho;;;INTERMEDIÁRIA;"Atuação perante a Vara Criminal, concorrentemente com a 4ª Promotoria de Justiça;";;;
300;.;4ª PROMOTORIA DE JUSTIÇA DE SANTO ANTÔNIO DO DESCOBERTO;SANTO ANTÔNIO DO DESCOBERTO;;;;;;PROVIDA;André Wagner Melgaço Reis;;;INTERMEDIÁRIA;"Atuação perante a Vara Criminal, concorrentemente com a 3ª Promotoria de Justiça;";;;Coordenador das PJs de Santo Antônio do Descoberto
301;.;5ª PROMOTORIA DE JUSTIÇA DE SANTO ANTÔNIO DO DESCOBERTO;SANTO ANTÔNIO DO DESCOBERTO;;;;;;VAGA;** Sem Titular;;Lucrécia Cristina Guimarães *;INTERMEDIÁRIA;"""Atuação em matéria de execução penal; defesa do cidadão, da educação e da infância e juventude.""""""";;;
302;.;1ª PROMOTORIA DE JUSTIÇA DE SÃO LUÍS DE MONTES BELOS;SÃO LUÍS DE MONTES BELOS;;;;;;PROVIDA;Deusivone Campelo Soares;;;INTERMEDIÁRIA;"Atuação em matéria criminal perante a 2ª Vara, incluído o Tribunal do Júri; controle externo da atividade policial; defesa do meio ambiente e da ordem urbanística;";;;Coordenador das PJs de São Luís dos Montes Belos
303;.;2ª PROMOTORIA DE JUSTIÇA DE SÃO LUÍS DE MONTES BELOS;SÃO LUÍS DE MONTES BELOS;;;;;;PROVIDA;Pedro de Mello Florentino;Coord. CAO Infância, com prejuízo;Michelle Mendes Ferreira*;INTERMEDIÁRIA;"Atuação em matéria cível perante a 1ª e 2ª Varas; Fazendas Públicas e Registros Públicos; defesa da infância e juventude, da educação, do consumidor e do cidadão;";;;
304;.;3ª PROMOTORIA DE JUSTIÇA DE SÃO LUÍS DE MONTES BELOS;SÃO LUÍS DE MONTES BELOS;;;;;;VAGA;** Sem Titular;;;INTERMEDIÁRIA;"Atuação em matéria criminal perante a 1ª Vara; atuação perante o Juizado Cível e Criminal; execução penal; defesa do patrimônio público; fiscalização das fundações.";;;
305;.;1ª PROMOTORIA DE JUSTIÇA DE SÃO MIGUEL DO ARAGUAIA;SÃO MIGUEL DO ARAGUAIA;;;;;;PROVIDA;Bárbara Olávia Scarpelli;;;INTERMEDIÁRIA;Cível, compreendidos todos os processos de família, Juizado Especial Cível, registros públicos, fazenda pública e fundações, infância e juventude, meio ambiente, patrimônio público e probidade administrativa.;;;Coordenadora das PJs de São Miguel do Araguaia
306;.;2ª PROMOTORIA DE JUSTIÇA DE SÃO MIGUEL DO ARAGUAIA;SÃO MIGUEL DO ARAGUAIA;;;;;;VAGA;** Sem Titular;;Izabella Artiaga Dias Maciel *;INTERMEDIÁRIA;Criminal, compreendidos todos os processos criminais da comarca, a atuação perante o Tribunal do Júri, o Juizado Especial Criminal, a execução penal e o controle externo da atividade policial, consumidor e cidadão.;;;
307;.;1ª PROMOTORIA DE JUSTIÇA DE SENADOR CANEDO;SENADOR CANEDO;;;;;;PROVIDA;Glauber Rocha Soares;;;INTERMEDIÁRIA;"Atuação na área de família e sucessões, bem como na defesa do cidadão;";;;
308;.;2ª PROMOTORIA DE JUSTIÇA DE SENADOR CANEDO;SENADOR CANEDO;;;;;;PROVIDA;Marta Moriya Loyola;;;INTERMEDIÁRIA;"Juizados Especiais Cível e Criminal, cível não especializada, fazendas públicas e registros públicos, fundações, consumidor, meio ambiente urbanismo;";;;
309;.;3ª PROMOTORIA DE JUSTIÇA DE SENADOR CANEDO;SENADOR CANEDO;;;;;;PROVIDA;Karina Gomes e Silva;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Criminal, incluindo a execução penal; exercício do controle externo da atividade policial, concorrentemente com a 5ª Promotoria de Justiça;";;;Coordenadora das PJs de Senador Canedo
310;.;4ª PROMOTORIA DE JUSTIÇA DE SENADOR CANEDO;SENADOR CANEDO;;;;;;PROVIDA;Tamara Cybelle Marques Oliveira do Amaral;;;INTERMEDIÁRIA;"Atuação na defesa do patrimônio público e na área da infância e juventude;";;;
311;.;5ª PROMOTORIA DE JUSTIÇA DE SENADOR CANEDO;SENADOR CANEDO;;;;;;PROVIDA;Bruno Barra Gomes;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara Criminal, incluindo os crimes dolosos contra a vida; exercício do controle externo da atividade policial, concorrentemente com a 3ª Promotoria de Justiça;";;;
312;.;1ª PROMOTORIA DE JUSTIÇA DE TRINDADE;TRINDADE;Sede do Ministério Público de Trindade, Trindade, GO;;1trindade@mpgo.mp.br;;;PROVIDA;Cristiane Vieira de Araújo;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara Criminal (Crimes em Geral e Precatórias Criminais) e Juizado  Especial  Criminal, concorrentemente  com a 3ª Promotoria de Justiça;";;;Coordenadora das PJs de Trindade
313;.;2ª PROMOTORIA DE JUSTIÇA DE TRINDADE;TRINDADE;Sede do Ministério Público de Trindade, Trindade, GO;;2trindade@mpgo.mp.br;;;PROVIDA;Francisco Bandeira de Carvalho Melo;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara (Cível, das Fazendas Públicas, de Registros Públicos e Ambiental) e Juizado Especial Cível; defesa do meio ambiente e do cidadão, à exceção do direito à saúde na infância e juventude, extrajudicial e judicialmente; registros públicos;";;;
314;.;3ª PROMOTORIA DE JUSTIÇA DE TRINDADE;TRINDADE;Sede do Ministério Público de Trindade, Trindade, GO;;3trindade@mpgo.mp.br;;;PROVIDA;Eudes Leonardo Bomtempo;;;INTERMEDIÁRIA;Atuação perante a 2ª Vara Criminal (Crimes em Geral e Precatórias Criminais) e Juizado Especial Criminal, concorrentemente com a 1ª Promotoria de Justiça;;;
315;.;4ª PROMOTORIA DE JUSTIÇA DE TRINDADE;TRINDADE;Sede do Ministério Público de Trindade, Trindade, GO;;4trindade@mpgo.mp.br;(62) 3510-1210;(62) 99433-3503;PROVIDA;Lucinéia Vieira Matos;Coordenadora do CAO Saúde;Eudes Leonardo Bomtempo (Automático);INTERMEDIÁRIA;"Atuação perante a 1ª Vara (Cível e da Infância e Juventude); defesa da infância e juventude, inclusive do direito à saúde, e na defesa da educação e do consumidor, extrajudicial e judicialmente; fiscalização das fundações;";;;
316;.;5ª PROMOTORIA DE JUSTIÇA DE TRINDADE;TRINDADE;Sede do Ministério Público de Trindade, Trindade, GO;;5trindade@mpgo.mp.br;;;PROVIDA;Patrícia Adriana Ribeiro Barbosa;;;INTERMEDIÁRIA;"Atuação perante a 3ª Vara (Cível, Família e Sucessões); defesa do patrimônio público, extrajudicial e judicialmente;";;;
317;.;6ª PROMOTORIA DE JUSTIÇA DE TRINDADE;TRINDADE;Sede do Ministério Público de Trindade, Trindade, GO;;6trindade@mpgo.mp.br;;;VAGA;** Sem Titular;;Bruno  Prado Beraldo*;INTERMEDIÁRIA;Atuação perante a 1ª Vara Criminal (crimes dolosos contra a vida, presidência do Tribunal do Júri, violência doméstica e familiar contra a mulher e execução penal).;;;
318;.;1ª PROMOTORIA DE JUSTIÇA DE URUAÇU;URUAÇU;;;;;;PROVIDA;Afonso Antônio Gonçalves Filho;;;INTERMEDIÁRIA;"Atuação na área criminal perante a 1ª Vara, inclusive nos feitos relativos à execução penal; atuação perante a 2ª Vara, tão somente nos feitos relativos aos crimes dolosos contra a vida, incluídas as sessões de julgamento pelo Tribunal do Júri; desempenho das funções especializadas nas áreas difusas do controle externo da atividade policial, incluindo a realização das visitas de inspeção às delegacias de polícia, unidades da polícia militar e estabelecimentos prisionais; defesa do cidadão;";;;
319;.;2ª PROMOTORIA DE JUSTIÇA DE URUAÇU;URUAÇU;;;;;;PROVIDA;Alessandra Silva Caldas Gonçalves;;;INTERMEDIÁRIA;"Atuação na área criminal perante a 2ª Vara, excluídos os feitos relativos aos crimes dolosos contra a vida e as sessões de julgamento pelo Tribunal do Júri; atuação na área cível perante a 1ª e 2ª Varas, inclusive registros públicos, excluída a matéria relativa às Fazendas Públicas; desempenho das funções especializadas na fiscalização das fundações; defesa do consumidor e do idoso;";;;Coordenadora das PJs de Uruaçu
320;.;3ª PROMOTORIA DE JUSTIÇA DE URUAÇU;URUAÇU;;;;;;PROVIDA;Daniela Haun de Araújo Serafim;Coordenadora do CAOMA, com prejuízo;Afonso Antônio Gonçalves Filho (Automático);INTERMEDIÁRIA;Juizado Especial Cível e Criminal, 2ª Vara nos feitos relativos à execução penal, Fazendas Públicas, Juizado da Infância e Juventude, meio ambiente, patrimônio público e cidadania.;;;
321;.;1ª PROMOTORIA DE JUSTIÇA DE VALPARAÍSO DE GOIÁS;VALPARAÍSO DE GOIÁS;;;;;;PROVIDA;Marina Mello de Lima Almeida;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara Criminal, concorrentemente com a 6ª e 7ª Promotorias de Justiça; atuação exclusiva nas tratativas e formalização dos acordos de não-persecução penal relativas aos autos oriundos da 2ª Vara Criminal;";Resolução CPJ n. 7/2023;https://mpgo.mp.br/portal/atos_normas/1861;
322;.;2ª PROMOTORIA DE JUSTIÇA DE VALPARAÍSO DE GOIÁS;VALPARAÍSO DE GOIÁS;;;;;;PROVIDA;Claudine Maria Abranches Mansur Lago César;;;INTERMEDIÁRIA;"Atuação perante o Juizado Especial Cível e Criminal; atuação em matéria de família e sucessões, concorrentemente com a 3ª e 4ª Promotorias de Justiça;";Resolução CPJ n. 7/2023;https://mpgo.mp.br/portal/atos_normas/1861;
323;.;3ª PROMOTORIA DE JUSTIÇA DE VALPARAÍSO DE GOIÁS;VALPARAÍSO DE GOIÁS;;;;;;PROVIDA;Oriane Graciani de Souza;;;INTERMEDIÁRIA;"Atuação em matéria de família e sucessões, concorrentemente com a 2ª e 4ª Promotorias de Justiça; defesa do patrimônio público nas esferas cível e criminal; defesa do meio ambiente e da ordem urbanística;";Resolução CPJ n. 7/2023;https://mpgo.mp.br/portal/atos_normas/1861;
324;.;4ª PROMOTORIA DE JUSTIÇA DE VALPARAÍSO DE GOIÁS;VALPARAÍSO DE GOIÁS;;;;;;PROVIDA;Lorena Bittencourt de Toledo Lessa;CNMP – 30/08 a 30/08/;"Claudine Maria Abranches Mansur Lago César (Automática) Atuação Em Matéria Cível Perante A 1ª, 2ª E 3ª Varas Cíveis; Atuação";INTERMEDIÁRIA;"Em matéria de família e sucessões, concorrentemente com a 2ª e 3ª Promotorias de Justiça; atuação nos autos relativos a registros públicos e fazendas públicas, exceto nas matérias de atuação da 3ª Promotoria de Justiça; defesa do consumidor e do cidadão; fiscalização das fundações;";Resolução CPJ n. 7/2023;https://mpgo.mp.br/portal/atos_normas/1861;
325;.;5ª PROMOTORIA DE JUSTIÇA DE VALPARAÍSO DE GOIÁS;VALPARAÍSO DE GOIÁS;;;;;;PROVIDA;Diego Campos Salgado Braga;;;INTERMEDIÁRIA;"Atuação perante a 1ª Vara Criminal, exceto em matéria relativa à violência doméstica e familiar contra a mulher; atuação nas sessões de julgamento do Tribunal do Júri e recursos decorrentes, concorrentemente com a 7ª Promotoria de Justiça; execução penal;";Resolução CPJ n. 7/2023;https://mpgo.mp.br/portal/atos_normas/1861;Coordenador das PJs de Valparaíso de Goiás
326;.;6ª PROMOTORIA DE JUSTIÇA DE VALPARAÍSO DE GOIÁS;VALPARAÍSO DE GOIÁS;;;;;;PROVIDA;Daniel Naiff da Fonseca;;;INTERMEDIÁRIA;"Atuação perante a 2ª Vara Criminal, concorrentemente com a 1ª e 7ª Promotorias de Justiça; atuação em matéria de infância e juventude; defesa da educação;";Resolução CPJ n. 7/2023;https://mpgo.mp.br/portal/atos_normas/1861;
327;.;7ª PROMOTORIA DE JUSTIÇA DE VALPARAÍSO DE GOIÁS;VALPARAÍSO DE GOIÁS;;;;;;VAGA;** Sem Titular;;Diego Campos Salgado Braga (Automático);INTERMEDIÁRIA;"Atuação perante a 1ª Vara Criminal, exclusivamente em matéria relativa à violência doméstica e familiar contra a mulher; atuação nas sessões de julgamento do Tribunal do Júri e recursos decorrentes, concorrentemente com a 5ª Promotoria de Justiça; atuação perante a 2ª Vara Criminal, concorrentemente com a 1ª e 6ª Promotorias de Justiça.";Resolução CPJ n. 7/2023;https://mpgo.mp.br/portal/atos_normas/1861;
328;.;PROMOTORIA DE JUSTIÇA DE ABADIÂNIA;ABADIÂNIA;;;;;;PROVIDA;Cristiane Marques de Souza;;;INICIAL;Plena.;;;
329;.;1ª PROMOTORIA DE JUSTIÇA DE ACREÚNA;ACREÚNA;;;;;;PROVIDA;Sandro Henrique Silva Halfeld Barros;;;INICIAL;"Criminal, abrangendo crimes dolosos contra a vida, execução penal, Juizado Especial Criminal e controle externo da atividade policial, consumidor e cidadão, abrangendo idoso, pessoas com deficiência saúde, educação, combate ao racismo e interesses coletivos lato sensu residuais;";;;
330;.;2ª PROMOTORIA DE JUSTIÇA DE ACREÚNA;ACREÚNA;;;;;;PROVIDA;Rafael Massaia dos Santos;;;INICIAL;Cível, abrangendo Juizado Especial Cível, família, sucessões, casamento, registro público, fazendas públicas e fundações, infância e juventude, meio ambiente, patrimônio público e probidade administrativa.;;;
331;.;1ª PROMOTORIA DE JUSTIÇA DE ALEXÂNIA;ALEXÂNIA;;;;;;PROVIDA;Steve Gonçalves Vasconcelos;;;INICIAL;Plena.;;;
332;.;2ª PROMOTORIA DE JUSTIÇA DE ALEXÂNIA;ALEXÂNIA;;;;;;VAGA;** Sem Titular;;;INICIAL;** Ainda não definida pelo Colégio de Procuradores de Justiça.;;;
333;.;PROMOTORIA DE JUSTIÇA DE ALTO PARAÍSO DE GOIÁS;ALTO PARAÍSO DE GOIÁS;;;;;;VAGA;** Sem Titular;;Fernando Centeno Dutra *;INICIAL;Plena.;;;
334;.;1ª PROMOTORIA DE JUSTIÇA DE ANICUNS;ANICUNS;;;;;;PROVIDA;Augusto Henrique Moreno Alves;Coord. CAO Criminal, com prejuízo;Manuela Botelho Portugal;INICIAL;Criminal (inclusive execução penal) perante a Vara da Comarca, Tribunal do Júri, controle externo da atividade policial (inclusive inspeções a estabelecimentos prisionais, de internação de adolescentes e das Delegacias de Polícia), infância e juventude, casamento e registro público;;;
335;.;2ª PROMOTORIA DE JUSTIÇA DE ANICUNS;ANICUNS;;;;;;PROVIDA;Christiano Mota e Silva;CNMP/CN;Manuela Botelho Portugal;INICIAL;Cível, perante as duas Varas da Comarca, Juizado Especial Cível e Criminal, consumidor, fundações, meio ambiente, patrimônio público, fazenda pública.;;;
336;.;PROMOTORIA DE JUSTIÇA DE ARAÇU;ARAÇU;;;;;;PROVIDA;Márcia Maria Samartino Costa;;;INICIAL;Plena.;;;
337;.;PROMOTORIA DE JUSTIÇA DE ARUANÃ;ARUANÃ;;;;;;PROVIDA;Luan Vitor de Almeida Santana;;;INICIAL;Plena.;;;
338;.;PROMOTORIA DE JUSTIÇA DE AURILÂNDIA;AURILÂNDIA;;;;;;PROVIDA;Murilo da Silva Frazão;Auxílio à Procuradoria Especializada em Recursos Constitucionais, com prejuízo;Ricardo Lemos Guerra (Automático);INICIAL;Plena.;;;
339;.;PROMOTORIA DE JUSTIÇA DE BARRO ALTO;BARRO ALTO;;;;;;VAGA;** Sem Titular;;Tommaso Leonardi;INICIAL;Plena.;;;
340;.;1ª PROMOTORIA DE JUSTIÇA DE BELA VISTA DE GOIÁS;BELA VISTA DE GOIÁS;;;;;;PROVIDA;Danni Sales Silva;;;INICIAL;Plena.;;;
341;.;2ª PROMOTORIA DE JUSTIÇA DE BELA VISTA DE GOIÁS;BELA VISTA DE GOIÁS;;;;;;VAGA;** Sem Titular;;;INICIAL;** Ainda não definida pelo Colégio de Procuradores de Justiça.;;;
342;.;1ª PROMOTORIA DE JUSTIÇA DE BOM JESUS DE GOIÁS;BOM JESUS DE GOIÁS;;;;;;PROVIDA;Daniel Pinhel Júnior;;;INICIAL;Plena.;;;
343;.;2ª PROMOTORIA DE JUSTIÇA DE BOM JESUS DE GOIÁS;BOM JESUS DE GOIÁS;;;;;;VAGA;** Sem Titular;;;INICIAL;** Ainda não definida pelo Colégio de Procuradores de Justiça.;;;
344;.;PROMOTORIA DE JUSTIÇA DE BURITI ALEGRE;BURITI ALEGRE;;;;;;PROVIDA;Rodrigo César Bolleli Faria;;;INICIAL;Plena.;;;
345;.;PROMOTORIA DE JUSTIÇA DE CACHOEIRA ALTA;CACHOEIRA ALTA;;;;;;PROVIDA;André Filipe Lopes Aguiar;;;INICIAL;Plena.;;;
346;.;PROMOTORIA DE JUSTIÇA DE CACHOEIRA DOURADA;CACHOEIRA DOURADA;;;;;;PROVIDA;André Lobo Alcantara Neves;;;INICIAL;Plena.;;;
347;.;PROMOTORIA DE JUSTIÇA DE CAÇU;CAÇU;;;;;;PROVIDA;Sílvia Maria Apostólico Alves Reis;;;INICIAL;Plena.;;;
348;.;PROMOTORIA DE JUSTIÇA DE CAIAPÔNIA;CAIAPÔNIA;;;;;;VAGA;** Sem Titular;;Dyrant Cardoso De Oliveira *;INICIAL;Plena.;;;
349;.;PROMOTORIA DE JUSTIÇA DE CAMPINORTE;CAMPINORTE;;;;;;PROVIDA;Vinícius Duan Moura Vasconcelos;;;INICIAL;Plena.;;;
350;.;PROMOTORIA DE JUSTIÇA DE CAMPOS BELOS;CAMPOS BELOS;;;;;;PROVIDA;Pablo da Silva Martinez;;;INICIAL;Plena.;;;
351;.;PROMOTORIA DE JUSTIÇA DE CAVALCANTE;CAVALCANTE;;;;;;PROVIDA;Úrsula Catarina Fernandes da Silva Pinto;;;INICIAL;Plena.;;;
352;.;PROMOTORIA DE JUSTIÇA DE COCALZINHO DE GOIÁS;COCALZINHO DE GOIÁS;;;;;;PROVIDA;Gabriela Starling Jorge Vieira de Mello;;;INICIAL;Plena.;;;
353;.;PROMOTORIA DE JUSTIÇA DE CORUMBÁ DE GOIÁS;CORUMBÁ DE GOIÁS;;;;;;PROVIDA;Paulo Eduardo Penna Prado;Afastado: Auxílio à SPGJJ, com prejuízo;Jean Cléber Cassiano Zamperlini*;INICIAL;Plena.;;;
354;.;PROMOTORIA DE JUSTIÇA DE CORUMBAÍBA;CORUMBAÍBA;;;;;;PROVIDA;Pedro Henrique Guimarães Costa;;;INICIAL;Plena.;;;
355;.;PROMOTORIA DE JUSTIÇA DE CUMARI;CUMARI;;;;;;PROVIDA;Pedro Caetano da Silva Filho;;;INICIAL;Plena.;;;
356;.;PROMOTORIA DE JUSTIÇA DE EDÉIA;EDÉIA;;;;;;PROVIDA;Maria Cecília de Jesus Ferreira;;;INICIAL;Plena.;;;
357;.;PROMOTORIA DE JUSTIÇA DE ESTRELA DO NORTE;ESTRELA DO NORTE;;;;;;PROVIDA;Nádia Maria Saab;;;INICIAL;Plena.;;;
358;.;PROMOTORIA DE JUSTIÇA DE FAZENDA NOVA;FAZENDA NOVA;;;;;;PROVIDA;Carolina de Angelis Prado;;;INICIAL;Plena.;;;
359;.;PROMOTORIA DE JUSTIÇA DE FIRMINÓPOLIS;FIRMINÓPOLIS;;;;;;PROVIDA;Ricardo Lemos Guerra;;;INICIAL;Plena.;;;
360;.;PROMOTORIA DE JUSTIÇA DE FLORES DE GOIÁS;FLORES DE GOIÁS;;;;;;PROVIDA;Liana de Andrade Lima Schuler Martins Netto;;;INICIAL;Plena.;;;
361;.;PROMOTORIA DE JUSTIÇA DE FORMOSO;FORMOSO;;;;;;PROVIDA;Victor Gonzaga Mariano;;;INICIAL;Plena.;;;
362;.;PROMOTORIA DE JUSTIÇA DE GOIANÁPOLIS;GOIANÁPOLIS;;;;;;PROVIDA;Melissa Sanchez Ita;;;INICIAL;Plena.;;;
363;.;PROMOTORIA DE JUSTIÇA DE GOIANDIRA;GOIANDIRA;;;;;;PROVIDA;Lucas Arantes Braga;;;INICIAL;Plena.;;;
